Brand name,Price,Rating,Rating count,Review count,Ranking,URL,SKU
Godrej,1230,4.2,3771,3771,31,https://www.amazon.in/Godrej-Speed-Hydraulic-Closer-Silver/dp/B00MUWRJOQ/ref=sr_1_263?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-263,2
VishAl,330,4.0,12,12,32,https://www.amazon.in/VishAl-smart-MAll-lid-buttermilk/dp/B0B96Z9SQJ/ref=sr_1_264?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-264,1
VIZID,3250,2.9,7,7,33,https://www.amazon.in/Biometric-Digital-Fingerprint-Furniture-cabinets/dp/B0BGCXB9G2/ref=sr_1_265?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-265,2
HomeMate,7999,3.0,22,22,34,https://www.amazon.in/HomeMate%C2%AE-Touchscreen-Fingerprint-Electronic-Mechanical/dp/B07QG4W9D9/ref=sr_1_266?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-266,2
Znee,209,0.0,0,0,35,https://www.amazon.in/Motorbike-Password-Anti-Theft-Combination-Security/dp/B09JF987TN/ref=sr_1_267?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-267,4
Navkar,3499,0.0,0,0,36,https://www.amazon.in/Systems-Electronic-Controller-Suitable-Aluminium/dp/B0D5YJGTG2/ref=sr_1_268?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-268,1
Vega,197,4.1,4809,4809,37,https://www.amazon.in/Vega-Safety-Cable-Lock-Orange/dp/B07YP7YLYY/ref=sr_1_269?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-269,1
Jal,2499,0.0,0,0,38,https://www.amazon.in/Furniture-Suitable-Drawers-Cabinate-Settings/dp/B0D49W5TBH/ref=sr_1_270?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-270,2
HomeMate,13999,0.0,0,0,39,https://www.amazon.in/HomeMate-Smart-Door-Lock-Fingerprint/dp/B0CV55JL73/ref=sr_1_271?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-271,2
Qubo,6490,4.3,729,729,40,https://www.amazon.in/Qubo-Wireless-Doorbell-Instant-Intruder/dp/B0B4NZS13X/ref=sr_1_272?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-272,2
ABEZ-be,11799,0.0,0,0,41,https://www.amazon.in/ABEZ-be-smart-Digital-Door-Lock/dp/B09VBK36YC/ref=sr_1_273?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-273,1
Fingerprint,4936,3.7,1319,1319,42,https://www.amazon.in/Fingerprint-Padlock-Waterproof-Suitcase-Backpack/dp/B07KS57V1X/ref=sr_1_274?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-274,2
Dorset,19381,5.0,1,1,43,https://www.amazon.in/Dorset-DG603-GM-Fingerprint-Mechanical/dp/B0B5N9SJFZ/ref=sr_1_275?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-275,7
E,2899,3.6,7,7,44,https://www.amazon.in/Fingerprint-Lock-Motorcycle-Portable-Protected/dp/B0BM49B7YN/ref=sr_1_276?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-276,1
Denler,18999,4.5,2,2,45,https://www.amazon.in/Denler-DS04-Digital-Fingerprint-Warranty/dp/B0BCL2CL7F/ref=sr_1_277?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-277,2
IPSA,13499,0.0,0,0,46,https://www.amazon.in/IPSA-Bluetooth-Fingerprint-Password-Mechanical/dp/B0BNBZY7VQ/ref=sr_1_278?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-278,1
TRUE,649,3.9,2307,2307,47,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-charging-combination/dp/B09H7PK5ML/ref=sr_1_279?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-279,1
Denler,29999,0.0,0,0,48,https://www.amazon.in/Denler-Digital-Recognition-Fingerprint-Warranty/dp/B0CK5RH3GX/ref=sr_1_280?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-280,2
DOCOSS,525,4.0,822,822,49,https://www.amazon.in/DOCOSS-Number-Lock-Bag-Luggage/dp/B0933JG4Y8/ref=sr_1_281?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-281,3
Harrison,370,4.7,3,3,51,https://www.amazon.in/Harrison-H-0615-Brass-Cylinder-Silver/dp/B07HX8WGVK/ref=sr_1_283?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-283,1
Aqara,1060,4.5,48,48,53,https://www.amazon.in/Aqara-Fingerprint-Bluetooth-Electronic-Deadbolt/dp/B0C88ZVLM3/ref=sr_1_285?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-285,1
Strauss,479,2.7,145,145,54,https://www.amazon.in/Alarm-Anti-Theft-Waterproof-Prevention-Accessories/dp/B09BYY2X7Y/ref=sr_1_286?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-286,1
EXCLUZO,2812,0.0,0,0,55,https://www.amazon.in/EXCLUZO-Control-Durable-Password-Security/dp/B0CB67LM2G/ref=sr_1_287?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-287,2
Escozor速,6099,2.0,2,2,56,https://www.amazon.in/Escozor%C2%AE-Biometric-Fingerprint-Apartment-MFK01/dp/B09YTV2K5W/ref=sr_1_288?dib=eyJ2IjoiMSJ9.fPEThEHW000yOxrcCQXc2oHPBGpN0NeztbsCb8-PUVo6FuVPFD9L8WpUkxLnHivC6z2xTHrITC_g_hZjj6IbmvavT0xweZoBA74paK9igrgf1rwcKllMkK1eiB4GuXSm3bxXLig9lRXo1M_tAMZEjuFxPJt7uoFi-ZVUlRGgItnib7QdsQh0pvI3IZyZeFp42rHBBdfYY5HPUsbSa0FEL5VlCZWDcsOtbCRbTuG3SkhbeD50GhCgD5BYF4jgm7njyBEtTvYpz6ldbCkuQ4QgVsyy4XXAoTag7glqQRwUJQc.zkSUfgjT97iocxfaRlUWUBEzFhc2OD6NssuaBxeAIcQ&dib_tag=se&keywords=smart+lock&qid=1721374891&sr=8-288,3
